city_state_id,city_state,state_id
2058,herval/RS,25
2059,herveiras/RS,25
2060,hidrolandia/CE,12
2061,hidrolandia/GO,20
2062,hidrolina/GO,20
2063,holambra/SP,1
2064,honorio serpa/PR,26
2065,horizonte/CE,12
2066,horizontina/RS,25
2067,hortolandia/SP,1
2068,hugo napoleao/PI,13
2069,hulha negra/RS,25
2070,humaita/AM,17
2071,humaita/RS,25
2072,humberto de campos/MA,14
2073,iacanga/SP,1
2074,iaciara/GO,20
2075,iacri/SP,1
2076,iacu/BA,7
2077,iapu/MG,6
2078,iaras/SP,1
2079,iati/PE,9
2080,ibaiti/PR,26
2081,ibarama/RS,25
2082,ibaretama/CE,12
2083,ibate/SP,1
2084,ibateguara/AL,10
2085,ibatiba/ES,5
2086,ibema/PR,26
2087,ibertioga/MG,6
2088,ibia/MG,6
2089,ibiaca/RS,25
2090,ibiai/MG,6
2091,ibiam/SC,27
2092,ibiapina/CE,12
2093,ibiara/PB,11
2094,ibiassuce/BA,7
2095,ibicarai/BA,7
2096,ibicare/SC,27
2097,ibicoara/BA,7
2098,ibicui/BA,7
2099,ibicuitinga/CE,12
2100,ibimirim/PE,9
2101,ibipeba/BA,7
2102,ibipitanga/BA,7
2103,ibipora/PR,26
2104,ibiquera/BA,7
2105,ibira/SP,1
2106,ibiracatu/MG,6
2107,ibiraci/MG,6
2108,ibiracu/ES,5
2109,ibiraiaras/RS,25
2110,ibirajuba/PE,9
2111,ibirama/SC,27
2112,ibirapitanga/BA,7
2113,ibirapua/BA,7
2114,ibirapuita/RS,25
2115,ibirarema/SP,1
2116,ibirataia/BA,7
2117,ibirite/MG,6
2118,ibiruba/RS,25
2119,ibitiara/BA,7
2120,ibitinga/SP,1
2121,ibitirama/ES,5
2122,ibitita/BA,7
2123,ibitiura de minas/MG,6
2124,ibituruna/MG,6
2125,ibiuna/SP,1
2126,ibotirama/BA,7
2127,icapui/CE,12
2128,icara/SC,27
2129,icarai de minas/MG,6
2130,icaraima/PR,26
2131,icatu/MA,14
2132,icem/SP,1
2133,ichu/BA,7
2134,ico/CE,12
2135,iconha/ES,5
2136,ielmo marinho/RN,2
2137,iepe/SP,1
2138,igaci/AL,10
2139,igapora/BA,7
2140,igaracu do tiete/SP,1
2141,igaracy/PB,11
2142,igarapava/SP,1
2143,igarape acu/PA,15
2144,igarape do meio/MA,14
2145,igarape grande/MA,14
2146,igarape miri/PA,15
2147,igarape/MG,6
2148,igarassu/PE,9
2149,igarata/SP,1
2150,igaratinga/MG,6
2151,igrapiuna/BA,7
2152,igreja nova/AL,10
2153,igrejinha/RS,25
2154,iguaba grande/RJ,4
2155,iguai/BA,7
2156,iguape/SP,1
2157,iguaracu/PR,26
2158,iguaracy/PE,9
2159,iguatama/MG,6
2160,iguatemi/MS,24
2161,iguatu/CE,12
2162,iguatu/PR,26
2163,ijaci/MG,6
2164,ijui/RS,25
2165,ilha comprida/SP,1
2166,ilha das flores/SE,8
2167,ilha de itamaraca/PE,9
2168,ilha grande/PI,13
2169,ilha solteira/SP,1
2170,ilhabela/SP,1
2171,ilheus/BA,7
2172,ilhota/SC,27
2173,ilicinea/MG,6
2174,ilopolis/RS,25
2175,imaculada/PB,11
2176,imarui/SC,27
2177,imbau/PR,26
2178,imbe de minas/MG,6
2179,imbe/RS,25
2180,imbituba/SC,27
2181,imbituva/PR,26
2182,imbuia/SC,27
2183,imigrante/RS,25
2184,imperatriz/MA,14
2185,inacio martins/PR,26
2186,inaciolandia/GO,20
2187,inaja/PE,9
2188,inaja/PR,26
2189,inconfidentes/MG,6
2190,indaiabira/MG,6
2191,indaial/SC,27
2192,indaiatuba/SP,1
2193,independencia/CE,12
2194,independencia/RS,25
2195,indiana/SP,1
2196,indianopolis/MG,6
2197,indianopolis/PR,26
2198,indiapora/SP,1
2199,indiara/GO,20
2200,indiaroba/SE,8
2201,indiavai/MT,23
2202,inga/PB,11
2203,ingai/MG,6
2204,ingazeira/PE,9
2205,inhacora/RS,25
2206,inhambupe/BA,7
2207,inhangapi/PA,15
2208,inhapi/AL,10
2209,inhapim/MG,6
2210,inhauma/MG,6
2211,inhuma/PI,13
2212,inhumas/GO,20
2213,inimutaba/MG,6
2214,inocencia/MS,24
2215,inubia paulista/SP,1
2216,iomere/SC,27
2217,ipaba/MG,6
2218,ipameri/GO,20
2219,ipanema/MG,6
2220,ipanguacu/RN,2
2221,ipaporanga/CE,12
2222,ipatinga/MG,6
2223,ipaumirim/CE,12
2224,ipaussu/SP,1
2225,ipe/RS,25
2226,ipecaeta/BA,7
2227,ipero/SP,1
2228,ipeuna/SP,1
2229,ipiacu/MG,6
2230,ipiau/BA,7
2231,ipigua/SP,1
2232,ipira/BA,7
2233,ipira/SC,27
2234,ipiranga de goias/GO,20
2235,ipiranga do norte/MT,23
2236,ipiranga do piaui/PI,13
2237,ipiranga do sul/RS,25
2238,ipiranga/PR,26
2239,ipixuna do para/PA,15
2240,ipixuna/AM,17
2241,ipojuca/PE,9
2242,ipora do oeste/SC,27
2243,ipora/GO,20
2244,ipora/PR,26
2245,iporanga/SP,1
2246,ipu/CE,12
2247,ipua/SP,1
2248,ipuacu/SC,27
2249,ipubi/PE,9
2250,ipueira/RN,2
2251,ipueiras/CE,12
2252,ipueiras/TO,22
2253,ipuiuna/MG,6
2254,ipumirim/SC,27
2255,ipupiara/BA,7
2256,iracema do oeste/PR,26
2257,iracema/CE,12
2258,iracema/RR,18
2259,iracemapolis/SP,1
2260,iraceminha/SC,27
2261,irai de minas/MG,6
2262,irai/RS,25
2263,irajuba/BA,7
2264,iramaia/BA,7
2265,iranduba/AM,17
2266,irani/SC,27
2267,irapua/SP,1
2268,irapuru/SP,1
2269,iraquara/BA,7
2270,irara/BA,7
2271,irati/PR,26
2272,irati/SC,27
2273,iraucuba/CE,12
2274,irece/BA,7
2275,iretama/PR,26
2276,irineopolis/SC,27
2277,irituia/PA,15
2278,irupi/ES,5
2279,isaias coelho/PI,13
2280,israelandia/GO,20
2281,ita/SC,27
2282,itaara/RS,25
2283,itabaiana/PB,11
2284,itabaiana/SE,8
2285,itabaianinha/SE,8
2286,itabela/BA,7
2287,itabera/SP,1
2288,itaberaba/BA,7
2289,itaberai/GO,20
2290,itabi/SE,8
2291,itabira/MG,6
2292,itabirinha/MG,6
2293,itabirito/MG,6
2294,itaborai/RJ,4
2295,itabuna/BA,7
2296,itacaja/TO,22
2297,itacambira/MG,6
2298,itacarambi/MG,6
2299,itacare/BA,7
2300,itacoatiara/AM,17
2301,itacuruba/PE,9
2302,itacurubi/RS,25
2303,itaete/BA,7
2304,itagi/BA,7
2305,itagiba/BA,7
2306,itagimirim/BA,7
2307,itaguacu da bahia/BA,7
2308,itaguacu/ES,5
2309,itaguai/RJ,4
2310,itaguaje/PR,26
2311,itaguara/MG,6
2312,itaguari/GO,20
2313,itaguaru/GO,20
2314,itaguatins/TO,22
2315,itai/SP,1
2316,itaiba/PE,9
2317,itaicaba/CE,12
2318,itainopolis/PI,13
2319,itaiopolis/SC,27
2320,itaipava do grajau/MA,14
2321,itaipe/MG,6
2322,itaipulandia/PR,26
2323,itaitinga/CE,12
2324,itaituba/PA,15
2325,itaja/GO,20
2326,itaja/RN,2
2327,itajai/SC,27
2328,itajobi/SP,1
2329,itaju do colonia/BA,7
2330,itaju/SP,1
2331,itajuba/MG,6
2332,itajuipe/BA,7
2333,italva/RJ,4
2334,itamaraju/BA,7
2335,itamarandiba/MG,6
2336,itamarati de minas/MG,6
2337,itamarati/AM,17
2338,itamari/BA,7
2339,itambacuri/MG,6
2340,itambaraca/PR,26
2341,itambe do mato dentro/MG,6
2342,itambe/BA,7
2343,itambe/PE,9
2344,itambe/PR,26
2345,itamogi/MG,6
2346,itamonte/MG,6
2347,itanagra/BA,7
2348,itanhaem/SP,1
2349,itanhandu/MG,6
2350,itanhanga/MT,23
2351,itanhem/BA,7
2352,itanhomi/MG,6
2353,itaobim/MG,6
2354,itaoca/SP,1
2355,itaocara/RJ,4
2356,itapaci/GO,20
2357,itapagipe/MG,6
2358,itapaje/CE,12
2359,itaparica/BA,7
2360,itape/BA,7
2361,itapebi/BA,7
2362,itapecerica da serra/SP,1
2363,itapecerica/MG,6
2364,itapecuru mirim/MA,14
2365,itapejara d oeste/PR,26
2366,itapema/SC,27
2367,itapemirim/ES,5
2368,itaperucu/PR,26
2369,itaperuna/RJ,4
2370,itapetim/PE,9
2371,itapetinga/BA,7
2372,itapetininga/SP,1
2373,itapeva/MG,6
2374,itapeva/SP,1
2375,itapevi/SP,1
2376,itapicuru/BA,7
2377,itapipoca/CE,12
2378,itapira/SP,1
2379,itapiranga/AM,17
2380,itapiranga/SC,27
2381,itapirapua paulista/SP,1
2382,itapirapua/GO,20
2383,itapiratins/TO,22
2384,itapissuma/PE,9
2385,itapitanga/BA,7
2386,itapiuna/CE,12
2387,itapoa/SC,27
2388,itapolis/SP,1
2389,itapora do tocantins/TO,22
2390,itapora/MS,24
2391,itaporanga d ajuda/SE,8
2392,itaporanga/PB,11
2393,itaporanga/SP,1
2394,itapororoca/PB,11
2395,itapua do oeste/RO,21
2396,itapuca/RS,25
2397,itapui/SP,1
2398,itapura/SP,1
2399,itapuranga/GO,20
2400,itaquaquecetuba/SP,1
2401,itaquara/BA,7
2402,itaqui/RS,25
2403,itaquirai/MS,24
2404,itaquitinga/PE,9
2405,itarana/ES,5
2406,itarantim/BA,7
2407,itarare/SP,1
2408,itarema/CE,12
2409,itariri/SP,1
2410,itaruma/GO,20
2411,itati/RS,25
2412,itatiaia/RJ,4
2413,itatiaiucu/MG,6
2414,itatiba do sul/RS,25
2415,itatiba/SP,1
2416,itatim/BA,7
2417,itatinga/SP,1
2418,itatira/CE,12
2419,itatuba/PB,11
2420,itau de minas/MG,6
2421,itau/RN,2
2422,itauba/MT,23
2423,itaubal/AP,16
2424,itaucu/GO,20
2425,itaueira/PI,13
2426,itauna do sul/PR,26
2427,itauna/MG,6
2428,itaverava/MG,6
2429,itinga do maranhao/MA,14
2430,itinga/MG,6
2431,itiquira/MT,23
2432,itirapina/SP,1
2433,itirapua/SP,1
2434,itirucu/BA,7
2435,itiuba/BA,7
2436,itobi/SP,1
2437,itororo/BA,7
2438,itu/SP,1
2439,ituacu/BA,7
2440,itubera/BA,7
2441,itueta/MG,6
2442,ituiutaba/MG,6
2443,itumbiara/GO,20
2444,itumirim/MG,6
2445,itupeva/SP,1
2446,itupiranga/PA,15
2447,ituporanga/SC,27
2448,iturama/MG,6
2449,itutinga/MG,6
2450,ituverava/SP,1
2451,iuiu/BA,7
2452,iuna/ES,5
2453,ivai/PR,26
2454,ivaipora/PR,26
2455,ivate/PR,26
2456,ivatuba/PR,26
2457,ivinhema/MS,24
2458,ivolandia/GO,20
2459,ivora/RS,25
2460,ivoti/RS,25
2461,jaboatao dos guararapes/PE,9
2462,jabora/SC,27
2463,jaborandi/BA,7
2464,jaborandi/SP,1
2465,jaboti/PR,26
2466,jaboticaba/RS,25
2467,jaboticabal/SP,1
2468,jaboticatubas/MG,6
2469,jacana/RN,2
2470,jacaraci/BA,7
2471,jacarau/PB,11
2472,jacare dos homens/AL,10
2473,jacareacanga/PA,15
2474,jacarei/SP,1
2475,jacarezinho/PR,26
2476,jaci/SP,1
2477,jaciara/MT,23
2478,jacinto machado/SC,27
2479,jacinto/MG,6
2480,jacobina do piaui/PI,13
2481,jacobina/BA,7
2482,jacui/MG,6
2483,jacuipe/AL,10
2484,jacuizinho/RS,25
2485,jacunda/PA,15
2486,jacupiranga/SP,1
2487,jacutinga/MG,6
2488,jacutinga/RS,25
2489,jaguapita/PR,26
2490,jaguaquara/BA,7
2491,jaguaracu/MG,6
2492,jaguarao/RS,25
2493,jaguarari/BA,7
2494,jaguare/ES,5
2495,jaguaretama/CE,12
2496,jaguari/RS,25
2497,jaguariaiva/PR,26
2498,jaguaribara/CE,12
2499,jaguaribe/CE,12
2500,jaguaripe/BA,7
2501,jaguariuna/SP,1
2502,jaguaruana/CE,12
2503,jaguaruna/SC,27
2504,jaiba/MG,6
2505,jaicos/PI,13
2506,jales/SP,1
2507,jambeiro/SP,1
2508,jampruca/MG,6
2509,janauba/MG,6
2510,jandaia do sul/PR,26
2511,jandaia/GO,20
2512,jandaira/BA,7
2513,jandaira/RN,2
2514,jandira/SP,1
2515,janduis/RN,2
2516,jangada/MT,23
2517,janiopolis/PR,26
2518,januaria/MG,6
2519,januario cicco/RN,2
2520,japaraiba/MG,6
2521,japaratinga/AL,10
2522,japaratuba/SE,8
2523,japeri/RJ,4
2524,japi/RN,2
2525,japira/PR,26
2526,japoata/SE,8
2527,japonvar/MG,6
2528,japora/MS,24
2529,japura/AM,17
2530,japura/PR,26
2531,jaqueira/PE,9
2532,jaquirana/RS,25
2533,jaragua do sul/SC,27
2534,jaragua/GO,20
2535,jaraguari/MS,24
2536,jaramataia/AL,10
2537,jardim alegre/PR,26
2538,jardim de angicos/RN,2
2539,jardim de piranhas/RN,2
2540,jardim do mulato/PI,13
2541,jardim do serido/RN,2
2542,jardim olinda/PR,26
2543,jardim/CE,12
2544,jardim/MS,24
2545,jardinopolis/SC,27
2546,jardinopolis/SP,1
2547,jari/RS,25
2548,jarinu/SP,1
2549,jaru/RO,21
2550,jatai/GO,20
2551,jataizinho/PR,26
2552,jatauba/PE,9
2553,jatei/MS,24
2554,jati/CE,12
2555,jatoba do piaui/PI,13
2556,jatoba/MA,14
2557,jatoba/PE,9
2558,jau do tocantins/TO,22
2559,jau/SP,1
2560,jaupaci/GO,20
2561,jauru/MT,23
2562,jeceaba/MG,6
2563,jenipapo de minas/MG,6
2564,jenipapo dos vieiras/MA,14
2565,jequeri/MG,6
2566,jequia da praia/AL,10
2567,jequie/BA,7
2568,jequitai/MG,6
2569,jequitiba/MG,6
2570,jequitinhonha/MG,6
2571,jeremoabo/BA,7
2572,jerico/PB,11
2573,jeriquara/SP,1
2574,jeronimo monteiro/ES,5
2575,jerumenha/PI,13
2576,jesuania/MG,6
2577,jesuitas/PR,26
2578,jesupolis/GO,20
2579,ji parana/RO,21
2580,jijoca de jericoacoara/CE,12
2581,jiquirica/BA,7
2582,jitauna/BA,7
2583,joacaba/SC,27
2584,joaima/MG,6
2585,joanesia/MG,6
2586,joanopolis/SP,1
2587,joao alfredo/PE,9
2588,joao camara/RN,2
2589,joao costa/PI,13
2590,joao dias/RN,2
2591,joao dourado/BA,7
2592,joao lisboa/MA,14
2593,joao monlevade/MG,6
2594,joao neiva/ES,5
2595,joao pessoa/PB,11
2596,joao pinheiro/MG,6
2597,joao ramalho/SP,1
2598,joaquim felicio/MG,6
2599,joaquim gomes/AL,10
2600,joaquim nabuco/PE,9
2601,joaquim pires/PI,13
2602,joaquim tavora/PR,26
2603,joca claudino/PB,11
2604,joca marques/PI,13
2605,joia/RS,25
2606,joinville/SC,27
2607,jordania/MG,6
2608,jordao/AC,3
2609,jose boiteux/SC,27
2610,jose bonifacio/SP,1
2611,jose da penha/RN,2
2612,jose de freitas/PI,13
2613,jose goncalves de minas/MG,6
2614,jose raydan/MG,6
2615,joselandia/MA,14
2616,josenopolis/MG,6
2617,joviania/GO,20
2618,juara/MT,23
2619,juarez tavora/PB,11
2620,juarina/TO,22
2621,juatuba/MG,6
2622,juazeirinho/PB,11
2623,juazeiro do norte/CE,12
2624,juazeiro do piaui/PI,13
2625,juazeiro/BA,7
2626,jucas/CE,12
2627,jucati/PE,9
2628,jucurucu/BA,7
2629,jucurutu/RN,2
2630,juina/MT,23
2631,juiz de fora/MG,6
2632,julio borges/PI,13
2633,julio de castilhos/RS,25
2634,julio mesquita/SP,1
2635,jumirim/SP,1
2636,junco do maranhao/MA,14
2637,junco do serido/PB,11
2638,jundia/AL,10
2639,jundia/RN,2
2640,jundiai do sul/PR,26
2641,jundiai/SP,1
2642,junqueiro/AL,10
2643,junqueiropolis/SP,1
2644,jupi/PE,9
2645,jupia/SC,27
2646,juquia/SP,1
2647,juquitiba/SP,1
2648,juramento/MG,6
2649,juranda/PR,26
2650,jurema/PE,9
2651,jurema/PI,13
2652,juripiranga/PB,11
2653,juru/PB,11
2654,jurua/AM,17
2655,juruaia/MG,6
2656,juruena/MT,23
2657,juruti/PA,15
2658,juscimeira/MT,23
2659,jussara/BA,7
2660,jussara/GO,20
2661,jussara/PR,26
2662,jussari/BA,7
2663,jussiape/BA,7
2664,jutai/AM,17
2665,juti/MS,24
2666,juvenilia/MG,6
2667,kalore/PR,26
2668,labrea/AM,17
2669,lacerdopolis/SC,27
2670,ladainha/MG,6
2671,ladario/MS,24
2672,lafaiete coutinho/BA,7
2673,lagamar/MG,6
2674,lagarto/SE,8
2675,lages/SC,27
2676,lago da pedra/MA,14
2677,lago do junco/MA,14
2678,lago dos rodrigues/MA,14
2679,lago verde/MA,14
2680,lagoa alegre/PI,13
2681,lagoa bonita do sul/RS,25
2682,lagoa d anta/RN,2
2683,lagoa da canoa/AL,10
2684,lagoa da confusao/TO,22
2685,lagoa da prata/MG,6
2686,lagoa de dentro/PB,11
2687,lagoa de itaenga/PE,9
2688,lagoa de pedras/RN,2
2689,lagoa de sao francisco/PI,13
2690,lagoa de velhos/RN,2
2691,lagoa do barro do piaui/PI,13
2692,lagoa do carro/PE,9
2693,lagoa do mato/MA,14
2694,lagoa do ouro/PE,9
2695,lagoa do piaui/PI,13
2696,lagoa do sitio/PI,13
2697,lagoa do tocantins/TO,22
2698,lagoa dos gatos/PE,9
2699,lagoa dos patos/MG,6
2700,lagoa dos tres cantos/RS,25
2701,lagoa dourada/MG,6
2702,lagoa formosa/MG,6
2703,lagoa grande do maranhao/MA,14
2704,lagoa grande/MG,6
2705,lagoa grande/PE,9
2706,lagoa nova/RN,2
2707,lagoa real/BA,7
2708,lagoa salgada/RN,2
2709,lagoa santa/GO,20
2710,lagoa santa/MG,6
2711,lagoa seca/PB,11
2712,lagoa vermelha/RS,25
2713,lagoa/PB,11
2714,lagoao/RS,25
2715,lagoinha do piaui/PI,13
2716,lagoinha/SP,1
2717,laguna carapa/MS,24
2718,laguna/SC,27
2719,laje do muriae/RJ,4
2720,laje/BA,7
2721,lajeado do bugre/RS,25
2722,lajeado grande/SC,27
2723,lajeado novo/MA,14
2724,lajeado/RS,25
2725,lajeado/TO,22
2726,lajedao/BA,7
2727,lajedinho/BA,7
2728,lajedo do tabocal/BA,7
2729,lajedo/PE,9
2730,lajes pintadas/RN,2
2731,lajes/RN,2
2732,lajinha/MG,6
2733,lamarao/BA,7
2734,lambari d oeste/MT,23
2735,lambari/MG,6
2736,lamim/MG,6
2737,landri sales/PI,13
2738,lapa/PR,26
2739,lapao/BA,7
2740,laranja da terra/ES,5
2741,laranjal do jari/AP,16
2742,laranjal paulista/SP,1
2743,laranjal/MG,6
2744,laranjal/PR,26
2745,laranjeiras do sul/PR,26
2746,laranjeiras/SE,8
2747,lassance/MG,6
2748,lastro/PB,11
2749,laurentino/SC,27
2750,lauro de freitas/BA,7
2751,lauro muller/SC,27
2752,lavandeira/TO,22
2753,lavinia/SP,1
2754,lavras da mangabeira/CE,12
2755,lavras do sul/RS,25
2756,lavras/MG,6
2757,lavrinhas/SP,1
2758,leandro ferreira/MG,6
2759,lebon regis/SC,27
2760,leme do prado/MG,6
2761,leme/SP,1
2762,lencois paulista/SP,1
2763,lencois/BA,7
2764,leoberto leal/SC,27
2765,leopoldina/MG,6
2766,leopoldo de bulhoes/GO,20
2767,leopolis/PR,26
2768,liberato salzano/RS,25
2769,liberdade/MG,6
2770,licinio de almeida/BA,7
2771,lidianopolis/PR,26
2772,lima campos/MA,14
2773,lima duarte/MG,6
2774,limeira do oeste/MG,6
2775,limeira/SP,1
2776,limoeiro de anadia/AL,10
2777,limoeiro do ajuru/PA,15
2778,limoeiro do norte/CE,12
2779,limoeiro/PE,9
2780,lindoeste/PR,26
2781,lindoia do sul/SC,27
2782,lindoia/SP,1
2783,lindolfo collor/RS,25
2784,linha nova/RS,25
2785,linhares/ES,5
2786,lins/SP,1
2787,livramento de nossa senhora/BA,7
2788,livramento/PB,11
2789,lizarda/TO,22
2790,loanda/PR,26
2791,lobato/PR,26
2792,logradouro/PB,11
2793,londrina/PR,26
2794,lontra/MG,6
2795,lontras/SC,27
2796,lorena/SP,1
2797,loreto/MA,14
2798,lourdes/SP,1
2799,louveira/SP,1
2800,lucas do rio verde/MT,23
2801,lucelia/SP,1
2802,lucena/PB,11
2803,lucianopolis/SP,1
2804,luciara/MT,23
2805,lucrecia/RN,2
2806,luis antonio/SP,1
2807,luis correia/PI,13
2808,luis domingues/MA,14
2809,luis eduardo magalhaes/BA,7
2810,luis gomes/RN,2
2811,luisburgo/MG,6
2812,luislandia/MG,6
2813,luiz alves/SC,27
2814,luiziana/PR,26
2815,luiziania/SP,1
2816,luminarias/MG,6
2817,lunardelli/PR,26
2818,lupercio/SP,1
2819,lupionopolis/PR,26
2820,lutecia/SP,1
2821,luz/MG,6
2822,luzerna/SC,27
2823,luziania/GO,20
2824,luzilandia/PI,13
2825,luzinopolis/TO,22
2826,macae/RJ,4
2827,macaiba/RN,2
2828,macajuba/BA,7
2829,macambara/RS,25
2830,macambira/SE,8
2831,macapa/AP,16
2832,macaparana/PE,9
2833,macarani/BA,7
2834,macatuba/SP,1
2835,macau/RN,2
2836,macaubal/SP,1
2837,macaubas/BA,7
2838,macedonia/SP,1
2839,maceio/AL,10
2840,machacalis/MG,6
2841,machadinho d oeste/RO,21
2842,machadinho/RS,25
2843,machado/MG,6
2844,machados/PE,9
2845,macieira/SC,27
2846,macuco/RJ,4
2847,macurure/BA,7
2848,madalena/CE,12
2849,madeiro/PI,13
2850,madre de deus de minas/MG,6
2851,madre de deus/BA,7
2852,mae d agua/PB,11
2853,mae do rio/PA,15
2854,maetinga/BA,7
2855,mafra/SC,27
2856,magalhaes barata/PA,15
2857,magalhaes de almeida/MA,14
2858,magda/SP,1
2859,mage/RJ,4
2860,maiquinique/BA,7
2861,mairi/BA,7
2862,mairinque/SP,1
2863,mairipora/SP,1
2864,mairipotaba/GO,20
2865,major gercino/SC,27
2866,major isidoro/AL,10
2867,major sales/RN,2
2868,major vieira/SC,27
2869,malacacheta/MG,6
2870,malhada de pedras/BA,7
2871,malhada dos bois/SE,8
2872,malhada/BA,7
2873,malhador/SE,8
2874,mallet/PR,26
2875,malta/PB,11
2876,mamanguape/PB,11
2877,mambai/GO,20
2878,mambore/PR,26
2879,mamonas/MG,6
2880,mampituba/RS,25
2881,manacapuru/AM,17
2882,manaira/PB,11
2883,manaquiri/AM,17
2884,manari/PE,9
2885,manaus/AM,17
2886,mancio lima/AC,3
2887,mandaguacu/PR,26
2888,mandaguari/PR,26
2889,mandirituba/PR,26
2890,manduri/SP,1
2891,manfrinopolis/PR,26
2892,manga/MG,6
2893,mangaratiba/RJ,4
2894,mangueirinha/PR,26
2895,manhuacu/MG,6
2896,manhumirim/MG,6
2897,manicore/AM,17
2898,manoel emidio/PI,13
2899,manoel ribas/PR,26
2900,manoel urbano/AC,3
2901,manoel viana/RS,25
2902,manoel vitorino/BA,7
2903,mansidao/BA,7
2904,mantena/MG,6
2905,mantenopolis/ES,5
2906,maquine/RS,25
2907,mar de espanha/MG,6
2908,mar vermelho/AL,10
2909,mara rosa/GO,20
2910,maraa/AM,17
2911,maraba paulista/SP,1
2912,maraba/PA,15
2913,maracacume/MA,14
2914,maracai/SP,1
2915,maracaja/SC,27
2916,maracaju/MS,24
2917,maracana/PA,15
2918,maracanau/CE,12
2919,maracas/BA,7
2920,maragogi/AL,10
2921,maragogipe/BA,7
2922,maraial/PE,9
2923,maraja do sena/MA,14
2924,maranguape/CE,12
2925,maranhaozinho/MA,14
2926,marapanim/PA,15
2927,marapoama/SP,1
2928,marata/RS,25
2929,marataizes/ES,5
2930,marau/BA,7
2931,marau/RS,25
2932,maravilha/AL,10
2933,maravilha/SC,27
2934,maravilhas/MG,6
2935,marcacao/PB,11
2936,marcelandia/MT,23
2937,marcelino ramos/RS,25
2938,marcelino vieira/RN,2
2939,marcionilio souza/BA,7
2940,marco/CE,12
2941,marcolandia/PI,13
2942,marcos parente/PI,13
2943,marechal candido rondon/PR,26
2944,marechal deodoro/AL,10
2945,marechal floriano/ES,5
2946,marechal thaumaturgo/AC,3
2947,marema/SC,27
2948,mari/PB,11
2949,maria da fe/MG,6
2950,maria helena/PR,26
2951,marialva/PR,26
2952,mariana pimentel/RS,25
2953,mariana/MG,6
2954,mariano moro/RS,25
2955,marianopolis do tocantins/TO,22
2956,mariapolis/SP,1
2957,maribondo/AL,10
2958,marica/RJ,4
2959,marilac/MG,6
2960,marilandia do sul/PR,26
2961,marilandia/ES,5
2962,marilena/PR,26
2963,marilia/SP,1
2964,mariluz/PR,26
2965,maringa/PR,26
2966,marinopolis/SP,1
2967,mario campos/MG,6
2968,mariopolis/PR,26
2969,maripa de minas/MG,6
2970,maripa/PR,26
2971,marituba/PA,15
2972,marizopolis/PB,11
2973,marlieria/MG,6
2974,marmeleiro/PR,26
2975,marmelopolis/MG,6
2976,marques de souza/RS,25
2977,marquinho/PR,26
2978,martinho campos/MG,6
2979,martinopole/CE,12
2980,martinopolis/SP,1
2981,martins soares/MG,6
2982,martins/RN,2
2983,maruim/SE,8
2984,marumbi/PR,26
2985,marzagao/GO,20
2986,mascote/BA,7
2987,massape do piaui/PI,13
2988,massape/CE,12
2989,massaranduba/PB,11
2990,massaranduba/SC,27
2991,mata de sao joao/BA,7
2992,mata grande/AL,10
2993,mata roma/MA,14
2994,mata verde/MG,6
2995,mata/RS,25
2996,matao/SP,1
2997,mataraca/PB,11
2998,mateiros/TO,22
2999,matelandia/PR,26
3000,materlandia/MG,6
3001,mateus leme/MG,6
3002,mathias lobato/MG,6
3003,matias barbosa/MG,6
3004,matias cardoso/MG,6
3005,matias olimpio/PI,13
3006,matina/BA,7
3007,matinha/MA,14
3008,matinhas/PB,11
3009,matinhos/PR,26
3010,matipo/MG,6
3011,mato castelhano/RS,25
3012,mato grosso/PB,11
3013,mato leitao/RS,25
3014,mato queimado/RS,25
3015,mato rico/PR,26
3016,mato verde/MG,6
3017,matoes do norte/MA,14
3018,matoes/MA,14
3019,matos costa/SC,27
3020,matozinhos/MG,6
3021,matrincha/GO,20
3022,matriz de camaragibe/AL,10
3023,matupa/MT,23
3024,matureia/PB,11
3025,matutina/MG,6
3026,maua da serra/PR,26
3027,maua/SP,1
3028,maues/AM,17
3029,maurilandia do tocantins/TO,22
3030,maurilandia/GO,20
3031,mauriti/CE,12
3032,maxaranguape/RN,2
3033,maximiliano de almeida/RS,25
3034,mazagao/AP,16
3035,medeiros neto/BA,7
3036,medeiros/MG,6
3037,medianeira/PR,26
3038,medicilandia/PA,15
3039,medina/MG,6
3040,meleiro/SC,27
3041,melgaco/PA,15
3042,mendes pimentel/MG,6
3043,mendes/RJ,4
3044,mendonca/SP,1
3045,mercedes/PR,26
3046,merces/MG,6
3047,meridiano/SP,1
3048,meruoca/CE,12
3049,mesopolis/SP,1
3050,mesquita/MG,6
3051,mesquita/RJ,4
3052,messias targino/RN,2
3053,messias/AL,10
3054,miguel alves/PI,13
3055,miguel calmon/BA,7
3056,miguel leao/PI,13
3057,miguel pereira/RJ,4
3058,miguelopolis/SP,1
3059,milagres do maranhao/MA,14
3060,milagres/BA,7
3061,milagres/CE,12
3062,milha/CE,12
3063,milton brandao/PI,13
3064,mimoso de goias/GO,20
3065,mimoso do sul/ES,5
3066,minacu/GO,20
3067,minador do negrao/AL,10
3068,minas do leao/RS,25
3069,minas novas/MG,6
3070,minduri/MG,6
3071,mineiros do tiete/SP,1
3072,mineiros/GO,20
3073,ministro andreazza/RO,21
3074,mira estrela/SP,1
3075,mirabela/MG,6
3076,miracatu/SP,1
3077,miracema do tocantins/TO,22
3078,miracema/RJ,4
