city_state_id,city_state,state_id
1067,capim/PB,11
1068,capinopolis/MG,6
1069,capinzal do norte/MA,14
1070,capinzal/SC,27
1071,capistrano/CE,12
1072,capitao andrade/MG,6
1073,capitao de campos/PI,13
1074,capitao eneas/MG,6
1075,capitao gervasio oliveira/PI,13
1076,capitao leonidas marques/PR,26
1077,capitao poco/PA,15
1078,capitao/RS,25
1079,capitolio/MG,6
1080,capivari de baixo/SC,27
1081,capivari do sul/RS,25
1082,capivari/SP,1
1083,capixaba/AC,3
1084,capoeiras/PE,9
1085,caputira/MG,6
1086,caraa/RS,25
1087,caracarai/RR,18
1088,caracol/MS,24
1089,caracol/PI,13
1090,caraguatatuba/SP,1
1091,carai/MG,6
1092,caraibas/BA,7
1093,carambei/PR,26
1094,caranaiba/MG,6
1095,carandai/MG,6
1096,carangola/MG,6
1097,carapebus/RJ,4
1098,carapicuiba/SP,1
1099,caratinga/MG,6
1100,carauari/AM,17
1101,caraubas do piaui/PI,13
1102,caraubas/PB,11
1103,caraubas/RN,2
1104,caravelas/BA,7
1105,carazinho/RS,25
1106,carbonita/MG,6
1107,cardeal da silva/BA,7
1108,cardoso moreira/RJ,4
1109,cardoso/SP,1
1110,careacu/MG,6
1111,careiro da varzea/AM,17
1112,careiro/AM,17
1113,cariacica/ES,5
1114,caridade do piaui/PI,13
1115,caridade/CE,12
1116,carinhanha/BA,7
1117,carira/SE,8
1118,carire/CE,12
1119,cariri do tocantins/TO,22
1120,caririacu/CE,12
1121,carius/CE,12
1122,carlinda/MT,23
1123,carlopolis/PR,26
1124,carlos barbosa/RS,25
1125,carlos chagas/MG,6
1126,carlos gomes/RS,25
1127,carmesia/MG,6
1128,carmo da cachoeira/MG,6
1129,carmo da mata/MG,6
1130,carmo de minas/MG,6
1131,carmo do cajuru/MG,6
1132,carmo do paranaiba/MG,6
1133,carmo do rio claro/MG,6
1134,carmo do rio verde/GO,20
1135,carmo/RJ,4
1136,carmolandia/TO,22
1137,carmopolis de minas/MG,6
1138,carmopolis/SE,8
1139,carnaiba/PE,9
1140,carnauba dos dantas/RN,2
1141,carnaubais/RN,2
1142,carnaubal/CE,12
1143,carnaubeira da penha/PE,9
1144,carneirinho/MG,6
1145,carneiros/AL,10
1146,caroebe/RR,18
1147,carolina/MA,14
1148,carpina/PE,9
1149,carrancas/MG,6
1150,carrapateira/PB,11
1151,carrasco bonito/TO,22
1152,caruaru/PE,9
1153,carutapera/MA,14
1154,carvalhopolis/MG,6
1155,carvalhos/MG,6
1156,casa branca/SP,1
1157,casa grande/MG,6
1158,casa nova/BA,7
1159,casca/RS,25
1160,cascalho rico/MG,6
1161,cascavel/CE,12
1162,cascavel/PR,26
1163,caseara/TO,22
1164,caseiros/RS,25
1165,casimiro de abreu/RJ,4
1166,casinhas/PE,9
1167,casserengue/PB,11
1168,cassia dos coqueiros/SP,1
1169,cassia/MG,6
1170,cassilandia/MS,24
1171,castanhal/PA,15
1172,castanheira/MT,23
1173,castanheiras/RO,21
1174,castelandia/GO,20
1175,castelo do piaui/PI,13
1176,castelo/ES,5
1177,castilho/SP,1
1178,castro alves/BA,7
1179,castro/PR,26
1180,cataguases/MG,6
1181,catalao/GO,20
1182,catanduva/SP,1
1183,catanduvas/PR,26
1184,catanduvas/SC,27
1185,catarina/CE,12
1186,catas altas da noruega/MG,6
1187,catas altas/MG,6
1188,catende/PE,9
1189,catigua/SP,1
1190,catingueira/PB,11
1191,catolandia/BA,7
1192,catole do rocha/PB,11
1193,catu/BA,7
1194,catuipe/RS,25
1195,catuji/MG,6
1196,catunda/CE,12
1197,caturai/GO,20
1198,caturama/BA,7
1199,caturite/PB,11
1200,catuti/MG,6
1201,caucaia/CE,12
1202,cavalcante/GO,20
1203,caxambu do sul/SC,27
1204,caxambu/MG,6
1205,caxias do sul/RS,25
1206,caxias/MA,14
1207,caxingo/PI,13
1208,ceara mirim/RN,2
1209,cedral/MA,14
1210,cedral/SP,1
1211,cedro de sao joao/SE,8
1212,cedro do abaete/MG,6
1213,cedro/CE,12
1214,cedro/PE,9
1215,celso ramos/SC,27
1216,centenario do sul/PR,26
1217,centenario/RS,25
1218,centenario/TO,22
1219,central de minas/MG,6
1220,central do maranhao/MA,14
1221,central/BA,7
1222,centralina/MG,6
1223,centro do guilherme/MA,14
1224,centro novo do maranhao/MA,14
1225,cerejeiras/RO,21
1226,ceres/GO,20
1227,cerqueira cesar/SP,1
1228,cerquilho/SP,1
1229,cerrito/RS,25
1230,cerro azul/PR,26
1231,cerro branco/RS,25
1232,cerro cora/RN,2
1233,cerro grande do sul/RS,25
1234,cerro grande/RS,25
1235,cerro largo/RS,25
1236,cerro negro/SC,27
1237,cesario lange/SP,1
1238,ceu azul/PR,26
1239,cezarina/GO,20
1240,cha de alegria/PE,9
1241,cha grande/PE,9
1242,cha preta/AL,10
1243,chacara/MG,6
1244,chale/MG,6
1245,chapada da natividade/TO,22
1246,chapada de areia/TO,22
1247,chapada do norte/MG,6
1248,chapada dos guimaraes/MT,23
1249,chapada gaucha/MG,6
1250,chapada/RS,25
1251,chapadao do ceu/GO,20
1252,chapadao do lageado/SC,27
1253,chapadao do sul/MS,24
1254,chapadinha/MA,14
1255,chapeco/SC,27
1256,charqueada/SP,1
1257,charqueadas/RS,25
1258,charrua/RS,25
1259,chaval/CE,12
1260,chavantes/SP,1
1261,chaves/PA,15
1262,chiador/MG,6
1263,chiapetta/RS,25
1264,chopinzinho/PR,26
1265,choro/CE,12
1266,chorozinho/CE,12
1267,chorrocho/BA,7
1268,chui/RS,25
1269,chupinguaia/RO,21
1270,chuvisca/RS,25
1271,cianorte/PR,26
1272,cicero dantas/BA,7
1273,cidade gaucha/PR,26
1274,cidade ocidental/GO,20
1275,cidelandia/MA,14
1276,cidreira/RS,25
1277,cipo/BA,7
1278,cipotanea/MG,6
1279,ciriaco/RS,25
1280,claraval/MG,6
1281,claro dos pocoes/MG,6
1282,claudia/MT,23
1283,claudio/MG,6
1284,clementina/SP,1
1285,clevelandia/PR,26
1286,coaraci/BA,7
1287,coari/AM,17
1288,cocal de telha/PI,13
1289,cocal do sul/SC,27
1290,cocal dos alves/PI,13
1291,cocal/PI,13
1292,cocalinho/MT,23
1293,cocalzinho de goias/GO,20
1294,cocos/BA,7
1295,codajas/AM,17
1296,codo/MA,14
1297,coelho neto/MA,14
1298,coimbra/MG,6
1299,coite do noia/AL,10
1300,coivaras/PI,13
1301,colares/PA,15
1302,colatina/ES,5
1303,colider/MT,23
1304,colina/SP,1
1305,colinas do sul/GO,20
1306,colinas do tocantins/TO,22
1307,colinas/MA,14
1308,colinas/RS,25
1309,colmeia/TO,22
1310,colniza/MT,23
1311,colombia/SP,1
1312,colombo/PR,26
1313,colonia do gurgueia/PI,13
1314,colonia do piaui/PI,13
1315,colonia leopoldina/AL,10
1316,colorado do oeste/RO,21
1317,colorado/PR,26
1318,colorado/RS,25
1319,coluna/MG,6
1320,combinado/TO,22
1321,comendador gomes/MG,6
1322,comendador levy gasparian/RJ,4
1323,comercinho/MG,6
1324,comodoro/MT,23
1325,conceicao da aparecida/MG,6
1326,conceicao da barra de minas/MG,6
1327,conceicao da barra/ES,5
1328,conceicao da feira/BA,7
1329,conceicao das alagoas/MG,6
1330,conceicao das pedras/MG,6
1331,conceicao de ipanema/MG,6
1332,conceicao de macabu/RJ,4
1333,conceicao do almeida/BA,7
1334,conceicao do araguaia/PA,15
1335,conceicao do caninde/PI,13
1336,conceicao do castelo/ES,5
1337,conceicao do coite/BA,7
1338,conceicao do jacuipe/BA,7
1339,conceicao do lago acu/MA,14
1340,conceicao do mato dentro/MG,6
1341,conceicao do para/MG,6
1342,conceicao do rio verde/MG,6
1343,conceicao do tocantins/TO,22
1344,conceicao dos ouros/MG,6
1345,conceicao/PB,11
1346,conchal/SP,1
1347,conchas/SP,1
1348,concordia do para/PA,15
1349,concordia/SC,27
1350,condado/PB,11
1351,condado/PE,9
1352,conde/BA,7
1353,conde/PB,11
1354,condeuba/BA,7
1355,condor/RS,25
1356,conego marinho/MG,6
1357,confins/MG,6
1358,confresa/MT,23
1359,congo/PB,11
1360,congonhal/MG,6
1361,congonhas do norte/MG,6
1362,congonhas/MG,6
1363,congonhinhas/PR,26
1364,conquista d oeste/MT,23
1365,conquista/MG,6
1366,conselheiro lafaiete/MG,6
1367,conselheiro mairinck/PR,26
1368,conselheiro pena/MG,6
1369,consolacao/MG,6
1370,constantina/RS,25
1371,contagem/MG,6
1372,contenda/PR,26
1373,contendas do sincora/BA,7
1374,coqueiral/MG,6
1375,coqueiro baixo/RS,25
1376,coqueiro seco/AL,10
1377,coqueiros do sul/RS,25
1378,coracao de jesus/MG,6
1379,coracao de maria/BA,7
1380,corbelia/PR,26
1381,cordeiro/RJ,4
1382,cordeiropolis/SP,1
1383,cordeiros/BA,7
1384,cordilheira alta/SC,27
1385,cordisburgo/MG,6
1386,cordislandia/MG,6
1387,coreau/CE,12
1388,coremas/PB,11
1389,corguinho/MS,24
1390,coribe/BA,7
1391,corinto/MG,6
1392,cornelio procopio/PR,26
1393,coroaci/MG,6
1394,coroados/SP,1
1395,coroata/MA,14
1396,coromandel/MG,6
1397,coronel barros/RS,25
1398,coronel bicaco/RS,25
1399,coronel domingos soares/PR,26
1400,coronel ezequiel/RN,2
1401,coronel fabriciano/MG,6
1402,coronel freitas/SC,27
1403,coronel joao pessoa/RN,2
1404,coronel joao sa/BA,7
1405,coronel jose dias/PI,13
1406,coronel macedo/SP,1
1407,coronel martins/SC,27
1408,coronel murta/MG,6
1409,coronel pacheco/MG,6
1410,coronel pilar/RS,25
1411,coronel sapucaia/MS,24
1412,coronel vivida/PR,26
1413,coronel xavier chaves/MG,6
1414,corrego danta/MG,6
1415,corrego do bom jesus/MG,6
1416,corrego do ouro/GO,20
1417,corrego fundo/MG,6
1418,corrego novo/MG,6
1419,correia pinto/SC,27
1420,corrente/PI,13
1421,correntes/PE,9
1422,correntina/BA,7
1423,cortes/PE,9
1424,corumba de goias/GO,20
1425,corumba/MS,24
1426,corumbaiba/GO,20
1427,corumbatai do sul/PR,26
1428,corumbatai/SP,1
1429,corumbiara/RO,21
1430,corupa/SC,27
1431,coruripe/AL,10
1432,cosmopolis/SP,1
1433,cosmorama/SP,1
1434,costa marques/RO,21
1435,costa rica/MS,24
1436,cotegipe/BA,7
1437,cotia/SP,1
1438,cotipora/RS,25
1439,cotriguacu/MT,23
1440,couto de magalhaes de minas/MG,6
1441,couto magalhaes/TO,22
1442,coxilha/RS,25
1443,coxim/MS,24
1444,coxixola/PB,11
1445,craibas/AL,10
1446,crateus/CE,12
1447,crato/CE,12
1448,cravinhos/SP,1
1449,cravolandia/BA,7
1450,criciuma/SC,27
1451,crisolita/MG,6
1452,crisopolis/BA,7
1453,crissiumal/RS,25
1454,cristais paulista/SP,1
1455,cristais/MG,6
1456,cristal do sul/RS,25
1457,cristal/RS,25
1458,cristalandia do piaui/PI,13
1459,cristalandia/TO,22
1460,cristalia/MG,6
1461,cristalina/GO,20
1462,cristiano otoni/MG,6
1463,cristianopolis/GO,20
1464,cristina/MG,6
1465,cristinapolis/SE,8
1466,cristino castro/PI,13
1467,cristopolis/BA,7
1468,crixas do tocantins/TO,22
1469,crixas/GO,20
1470,croata/CE,12
1471,crominia/GO,20
1472,crucilandia/MG,6
1473,cruz alta/RS,25
1474,cruz das almas/BA,7
1475,cruz do espirito santo/PB,11
1476,cruz machado/PR,26
1477,cruz/CE,12
1478,cruzalia/SP,1
1479,cruzaltense/RS,25
1480,cruzeiro da fortaleza/MG,6
1481,cruzeiro do iguacu/PR,26
1482,cruzeiro do oeste/PR,26
1483,cruzeiro do sul/AC,3
1484,cruzeiro do sul/PR,26
1485,cruzeiro do sul/RS,25
1486,cruzeiro/SP,1
1487,cruzeta/RN,2
1488,cruzilia/MG,6
1489,cruzmaltina/PR,26
1490,cubatao/SP,1
1491,cubati/PB,11
1492,cuiaba/MT,23
1493,cuite de mamanguape/PB,11
1494,cuite/PB,11
1495,cuitegi/PB,11
1496,cujubim/RO,21
1497,cumari/GO,20
1498,cumaru do norte/PA,15
1499,cumaru/PE,9
1500,cumbe/SE,8
1501,cunha pora/SC,27
1502,cunha/SP,1
1503,cunhatai/SC,27
1504,cuparaque/MG,6
1505,cupira/PE,9
1506,curaca/BA,7
1507,curimata/PI,13
1508,curionopolis/PA,15
1509,curitiba/PR,26
1510,curitibanos/SC,27
1511,curiuva/PR,26
1512,currais novos/RN,2
1513,currais/PI,13
1514,curral de cima/PB,11
1515,curral de dentro/MG,6
1516,curral novo do piaui/PI,13
1517,curral velho/PB,11
1518,curralinho/PA,15
1519,curralinhos/PI,13
1520,curua/PA,15
1521,curuca/PA,15
1522,cururupu/MA,14
1523,curvelandia/MT,23
1524,curvelo/MG,6
1525,custodia/PE,9
1526,cutias/AP,16
1527,damianopolis/GO,20
1528,damiao/PB,11
1529,damolandia/GO,20
1530,darcinopolis/TO,22
1531,dario meira/BA,7
1532,datas/MG,6
1533,david canabarro/RS,25
1534,davinopolis/GO,20
1535,davinopolis/MA,14
1536,delfim moreira/MG,6
1537,delfinopolis/MG,6
1538,delmiro gouveia/AL,10
1539,delta/MG,6
1540,demerval lobao/PI,13
1541,denise/MT,23
1542,deodapolis/MS,24
1543,deputado irapuan pinheiro/CE,12
1544,derrubadas/RS,25
1545,descalvado/SP,1
1546,descanso/SC,27
1547,descoberto/MG,6
1548,desterro de entre rios/MG,6
1549,desterro do melo/MG,6
1550,desterro/PB,11
1551,dezesseis de novembro/RS,25
1552,diadema/SP,1
1553,diamante d oeste/PR,26
1554,diamante do norte/PR,26
1555,diamante do sul/PR,26
1556,diamante/PB,11
1557,diamantina/MG,6
1558,diamantino/MT,23
1559,dianopolis/TO,22
1560,dias d avila/BA,7
1561,dilermando de aguiar/RS,25
1562,diogo de vasconcelos/MG,6
1563,dionisio cerqueira/SC,27
1564,dionisio/MG,6
1565,diorama/GO,20
1566,dirce reis/SP,1
1567,dirceu arcoverde/PI,13
1568,divina pastora/SE,8
1569,divinesia/MG,6
1570,divino das laranjeiras/MG,6
1571,divino de sao lourenco/ES,5
1572,divino/MG,6
1573,divinolandia de minas/MG,6
1574,divinolandia/SP,1
1575,divinopolis de goias/GO,20
1576,divinopolis do tocantins/TO,22
1577,divinopolis/MG,6
1578,divisa alegre/MG,6
1579,divisa nova/MG,6
1580,divisopolis/MG,6
1581,dobrada/SP,1
1582,dois corregos/SP,1
1583,dois irmaos das missoes/RS,25
1584,dois irmaos do buriti/MS,24
1585,dois irmaos do tocantins/TO,22
1586,dois irmaos/RS,25
1587,dois lajeados/RS,25
1588,dois riachos/AL,10
1589,dois vizinhos/PR,26
1590,dolcinopolis/SP,1
1591,dom aquino/MT,23
1592,dom basilio/BA,7
1593,dom bosco/MG,6
1594,dom cavati/MG,6
1595,dom eliseu/PA,15
1596,dom expedito lopes/PI,13
1597,dom feliciano/RS,25
1598,dom inocencio/PI,13
1599,dom joaquim/MG,6
1600,dom macedo costa/BA,7
1601,dom pedrito/RS,25
1602,dom pedro de alcantara/RS,25
1603,dom pedro/MA,14
1604,dom silverio/MG,6
1605,dom vicoso/MG,6
1606,domingos martins/ES,5
1607,domingos mourao/PI,13
1608,dona emma/SC,27
1609,dona euzebia/MG,6
1610,dona francisca/RS,25
1611,dona ines/PB,11
1612,dores de campos/MG,6
1613,dores de guanhaes/MG,6
1614,dores do indaia/MG,6
1615,dores do rio preto/ES,5
1616,dores do turvo/MG,6
1617,doresopolis/MG,6
1618,dormentes/PE,9
1619,douradina/MS,24
1620,douradina/PR,26
1621,dourado/SP,1
1622,douradoquara/MG,6
1623,dourados/MS,24
1624,doutor camargo/PR,26
1625,doutor mauricio cardoso/RS,25
1626,doutor pedrinho/SC,27
1627,doutor ricardo/RS,25
1628,doutor severiano/RN,2
1629,doutor ulysses/PR,26
1630,doverlandia/GO,20
1631,dracena/SP,1
1632,duartina/SP,1
1633,duas barras/RJ,4
1634,duas estradas/PB,11
1635,duere/TO,22
1636,dumont/SP,1
1637,duque bacelar/MA,14
1638,duque de caxias/RJ,4
1639,durande/MG,6
1640,echapora/SP,1
1641,ecoporanga/ES,5
1642,edealina/GO,20
1643,edeia/GO,20
1644,eirunepe/AM,17
1645,eldorado do carajas/PA,15
1646,eldorado do sul/RS,25
1647,eldorado/MS,24
1648,eldorado/SP,1
1649,elesbao veloso/PI,13
1650,elias fausto/SP,1
1651,eliseu martins/PI,13
1652,elisiario/SP,1
1653,elisio medrado/BA,7
1654,eloi mendes/MG,6
1655,emas/PB,11
1656,embauba/SP,1
1657,embu das artes/SP,1
1658,embu guacu/SP,1
1659,emilianopolis/SP,1
1660,encantado/RS,25
1661,encanto/RN,2
1662,encruzilhada do sul/RS,25
1663,encruzilhada/BA,7
1664,eneas marques/PR,26
1665,engenheiro beltrao/PR,26
1666,engenheiro caldas/MG,6
1667,engenheiro coelho/SP,1
1668,engenheiro navarro/MG,6
1669,engenheiro paulo de frontin/RJ,4
1670,engenho velho/RS,25
1671,entre folhas/MG,6
1672,entre ijuis/RS,25
1673,entre rios de minas/MG,6
1674,entre rios do oeste/PR,26
1675,entre rios do sul/RS,25
1676,entre rios/BA,7
1677,entre rios/SC,27
1678,envira/AM,17
1679,epitaciolandia/AC,3
1680,equador/RN,2
1681,erebango/RS,25
1682,erechim/RS,25
1683,erere/CE,12
1684,erico cardoso/BA,7
1685,ermo/SC,27
1686,ernestina/RS,25
1687,erval grande/RS,25
1688,erval seco/RS,25
1689,erval velho/SC,27
1690,ervalia/MG,6
1691,escada/PE,9
1692,esmeralda/RS,25
1693,esmeraldas/MG,6
1694,espera feliz/MG,6
1695,esperanca do sul/RS,25
1696,esperanca nova/PR,26
1697,esperanca/PB,11
1698,esperantina/PI,13
1699,esperantina/TO,22
1700,esperantinopolis/MA,14
1701,espigao alto do iguacu/PR,26
1702,espigao d oeste/RO,21
1703,espinosa/MG,6
1704,espirito santo do dourado/MG,6
1705,espirito santo do pinhal/SP,1
1706,espirito santo do turvo/SP,1
1707,espirito santo/RN,2
1708,esplanada/BA,7
1709,espumoso/RS,25
1710,estacao/RS,25
1711,estancia velha/RS,25
1712,estancia/SE,8
1713,esteio/RS,25
1714,estiva gerbi/SP,1
1715,estiva/MG,6
1716,estreito/MA,14
1717,estrela d oeste/SP,1
1718,estrela dalva/MG,6
1719,estrela de alagoas/AL,10
1720,estrela do indaia/MG,6
1721,estrela do norte/GO,20
1722,estrela do norte/SP,1
1723,estrela do sul/MG,6
1724,estrela velha/RS,25
1725,estrela/RS,25
1726,euclides da cunha paulista/SP,1
1727,euclides da cunha/BA,7
1728,eugenio de castro/RS,25
1729,eugenopolis/MG,6
1730,eunapolis/BA,7
1731,eusebio/CE,12
1732,ewbank da camara/MG,6
1733,extrema/MG,6
1734,extremoz/RN,2
1735,exu/PE,9
1736,fagundes varela/RS,25
1737,fagundes/PB,11
1738,faina/GO,20
1739,fama/MG,6
1740,faria lemos/MG,6
1741,farias brito/CE,12
1742,faro/PA,15
1743,farol/PR,26
1744,farroupilha/RS,25
1745,fartura do piaui/PI,13
1746,fartura/SP,1
1747,fatima do sul/MS,24
1748,fatima/BA,7
1749,fatima/TO,22
1750,faxinal do soturno/RS,25
1751,faxinal dos guedes/SC,27
1752,faxinal/PR,26
1753,faxinalzinho/RS,25
1754,fazenda nova/GO,20
1755,fazenda rio grande/PR,26
1756,fazenda vilanova/RS,25
1757,feijo/AC,3
1758,feira da mata/BA,7
1759,feira de santana/BA,7
1760,feira grande/AL,10
1761,feira nova do maranhao/MA,14
1762,feira nova/PE,9
1763,feira nova/SE,8
1764,felicio dos santos/MG,6
1765,felipe guerra/RN,2
1766,felisburgo/MG,6
1767,felixlandia/MG,6
1768,feliz deserto/AL,10
1769,feliz natal/MT,23
1770,feliz/RS,25
1771,fenix/PR,26
1772,fernandes pinheiro/PR,26
1773,fernandes tourinho/MG,6
1774,fernando de noronha/PE,9
1775,fernando falcao/MA,14
1776,fernando pedroza/RN,2
1777,fernando prestes/SP,1
1778,fernandopolis/SP,1
1779,fernao/SP,1
1780,ferraz de vasconcelos/SP,1
1781,ferreira gomes/AP,16
1782,ferreiros/PE,9
1783,ferros/MG,6
1784,fervedouro/MG,6
1785,figueira/PR,26
1786,figueirao/MS,24
1787,figueiropolis d oeste/MT,23
1788,figueiropolis/TO,22
1789,filadelfia/BA,7
1790,filadelfia/TO,22
1791,firmino alves/BA,7
1792,firminopolis/GO,20
1793,flexeiras/AL,10
1794,flor da serra do sul/PR,26
1795,flor do sertao/SC,27
1796,flora rica/SP,1
1797,florai/PR,26
1798,florania/RN,2
1799,floreal/SP,1
1800,flores da cunha/RS,25
1801,flores de goias/GO,20
1802,flores do piaui/PI,13
1803,flores/PE,9
1804,floresta azul/BA,7
1805,floresta do araguaia/PA,15
1806,floresta do piaui/PI,13
1807,floresta/PE,9
1808,floresta/PR,26
1809,florestal/MG,6
1810,florestopolis/PR,26
1811,floriano peixoto/RS,25
1812,floriano/PI,13
1813,florianopolis/SC,27
1814,florida paulista/SP,1
1815,florida/PR,26
1816,florinea/SP,1
1817,fonte boa/AM,17
1818,fontoura xavier/RS,25
1819,formiga/MG,6
1820,formigueiro/RS,25
1821,formosa da serra negra/MA,14
1822,formosa do oeste/PR,26
1823,formosa do rio preto/BA,7
1824,formosa do sul/SC,27
1825,formosa/GO,20
1826,formoso do araguaia/TO,22
1827,formoso/GO,20
1828,formoso/MG,6
1829,forquetinha/RS,25
1830,forquilha/CE,12
1831,forquilhinha/SC,27
1832,fortaleza de minas/MG,6
1833,fortaleza dos nogueiras/MA,14
1834,fortaleza dos valos/RS,25
1835,fortaleza/CE,12
1836,fortim/CE,12
1837,fortuna de minas/MG,6
1838,fortuna/MA,14
1839,foz do iguacu/PR,26
1840,foz do jordao/PR,26
1841,fraiburgo/SC,27
1842,franca/SP,1
1843,francinopolis/PI,13
1844,francisco alves/PR,26
1845,francisco ayres/PI,13
1846,francisco badaro/MG,6
1847,francisco beltrao/PR,26
1848,francisco dantas/RN,2
1849,francisco dumont/MG,6
1850,francisco macedo/PI,13
1851,francisco morato/SP,1
1852,francisco sa/MG,6
1853,francisco santos/PI,13
1854,franciscopolis/MG,6
1855,franco da rocha/SP,1
1856,frecheirinha/CE,12
1857,frederico westphalen/RS,25
1858,frei gaspar/MG,6
1859,frei inocencio/MG,6
1860,frei lagonegro/MG,6
1861,frei martinho/PB,11
1862,frei miguelinho/PE,9
1863,frei paulo/SE,8
1864,frei rogerio/SC,27
1865,fronteira dos vales/MG,6
1866,fronteira/MG,6
1867,fronteiras/PI,13
1868,fruta de leite/MG,6
1869,frutal/MG,6
1870,frutuoso gomes/RN,2
1871,fundao/ES,5
1872,funilandia/MG,6
1873,gabriel monteiro/SP,1
1874,gado bravo/PB,11
1875,galia/SP,1
1876,galileia/MG,6
1877,galinhos/RN,2
1878,galvao/SC,27
1879,gameleira de goias/GO,20
1880,gameleira/PE,9
1881,gameleiras/MG,6
1882,gandu/BA,7
1883,garanhuns/PE,9
1884,gararu/SE,8
1885,garca/SP,1
1886,garibaldi/RS,25
1887,garopaba/SC,27
1888,garrafao do norte/PA,15
1889,garruchos/RS,25
1890,garuva/SC,27
1891,gaspar/SC,27
1892,gastao vidigal/SP,1
1893,gaucha do norte/MT,23
1894,gaurama/RS,25
1895,gaviao peixoto/SP,1
1896,gaviao/BA,7
1897,geminiano/PI,13
1898,general camara/RS,25
1899,general carneiro/MT,23
1900,general carneiro/PR,26
1901,general maynard/SE,8
1902,general salgado/SP,1
1903,general sampaio/CE,12
1904,gentil/RS,25
1905,gentio do ouro/BA,7
1906,getulina/SP,1
1907,getulio vargas/RS,25
1908,gilbues/PI,13
1909,girau do ponciano/AL,10
1910,girua/RS,25
1911,glaucilandia/MG,6
1912,glicerio/SP,1
1913,gloria d oeste/MT,23
1914,gloria de dourados/MS,24
1915,gloria do goita/PE,9
1916,gloria/BA,7
1917,glorinha/RS,25
1918,godofredo viana/MA,14
1919,godoy moreira/PR,26
1920,goiabeira/MG,6
1921,goiana/MG,6
1922,goiana/PE,9
1923,goianapolis/GO,20
1924,goiandira/GO,20
1925,goianesia do para/PA,15
1926,goianesia/GO,20
1927,goiania/GO,20
1928,goianinha/RN,2
1929,goianira/GO,20
1930,goianorte/TO,22
1931,goias/GO,20
1932,goiatins/TO,22
1933,goiatuba/GO,20
1934,goioere/PR,26
1935,goioxim/PR,26
1936,goncalves dias/MA,14
1937,goncalves/MG,6
1938,gongogi/BA,7
1939,gonzaga/MG,6
1940,gouveia/MG,6
1941,gouvelandia/GO,20
1942,governador archer/MA,14
1943,governador celso ramos/SC,27
1944,governador dix sept rosado/RN,2
1945,governador edison lobao/MA,14
1946,governador eugenio barros/MA,14
1947,governador jorge teixeira/RO,21
1948,governador lindenberg/ES,5
1949,governador luiz rocha/MA,14
1950,governador mangabeira/BA,7
1951,governador newton bello/MA,14
1952,governador nunes freire/MA,14
1953,governador valadares/MG,6
1954,graca aranha/MA,14
1955,graca/CE,12
1956,gracho cardoso/SE,8
1957,grajau/MA,14
1958,gramado dos loureiros/RS,25
1959,gramado xavier/RS,25
1960,gramado/RS,25
1961,grandes rios/PR,26
1962,granito/PE,9
1963,granja/CE,12
1964,granjeiro/CE,12
1965,grao mogol/MG,6
1966,grao para/SC,27
1967,gravata/PE,9
1968,gravatai/RS,25
1969,gravatal/SC,27
1970,groairas/CE,12
1971,grossos/RN,2
1972,grupiara/MG,6
1973,guabiju/RS,25
1974,guabiruba/SC,27
1975,guacui/ES,5
1976,guadalupe/PI,13
1977,guaiba/RS,25
1978,guaicara/SP,1
1979,guaimbe/SP,1
1980,guaira/PR,26
1981,guaira/SP,1
1982,guairaca/PR,26
1983,guaiuba/CE,12
1984,guajara mirim/RO,21
1985,guajara/AM,17
1986,guajeru/BA,7
1987,guamare/RN,2
1988,guamiranga/PR,26
1989,guanambi/BA,7
1990,guanhaes/MG,6
1991,guape/MG,6
1992,guapiacu/SP,1
1993,guapiara/SP,1
1994,guapimirim/RJ,4
1995,guapirama/PR,26
1996,guapo/GO,20
1997,guapore/RS,25
1998,guaporema/PR,26
1999,guara/SP,1
2000,guarabira/PB,11
2001,guaracai/SP,1
2002,guaraci/PR,26
2003,guaraci/SP,1
2004,guaraciaba do norte/CE,12
2005,guaraciaba/MG,6
2006,guaraciaba/SC,27
2007,guaraciama/MG,6
2008,guarai/TO,22
2009,guaraita/GO,20
2010,guaramiranga/CE,12
2011,guaramirim/SC,27
2012,guaranesia/MG,6
2013,guarani d oeste/SP,1
2014,guarani das missoes/RS,25
2015,guarani de goias/GO,20
2016,guarani/MG,6
2017,guaraniacu/PR,26
2018,guaranta do norte/MT,23
2019,guaranta/SP,1
2020,guarapari/ES,5
2021,guarapuava/PR,26
2022,guaraquecaba/PR,26
2023,guarara/MG,6
2024,guararapes/SP,1
2025,guararema/SP,1
2026,guaratinga/BA,7
2027,guaratingueta/SP,1
2028,guaratuba/PR,26
2029,guarda mor/MG,6
2030,guarei/SP,1
2031,guariba/SP,1
2032,guaribas/PI,13
2033,guarinos/GO,20
2034,guaruja do sul/SC,27
2035,guaruja/SP,1
2036,guarulhos/SP,1
2037,guatambu/SC,27
2038,guatapara/SP,1
2039,guaxupe/MG,6
2040,guia lopes da laguna/MS,24
2041,guidoval/MG,6
2042,guimaraes/MA,14
2043,guimarania/MG,6
2044,guiratinga/MT,23
2045,guiricema/MG,6
2046,gurinhata/MG,6
2047,gurinhem/PB,11
2048,gurjao/PB,11
2049,gurupa/PA,15
2050,gurupi/TO,22
2051,guzolandia/SP,1
2052,harmonia/RS,25
2053,heitorai/GO,20
2054,heliodora/MG,6
2055,heliopolis/BA,7
2056,herculandia/SP,1
2057,herval d oeste/SC,27
