code_zip_prefix_id,code_zip_prefix
597,2431
598,2478
599,2436
600,2473
601,2415
602,2468
603,2401
604,2419
605,2479
606,2471
607,2417
608,2410
609,2420
610,2462
611,2461
612,2443
613,2403
614,2466
615,2404
616,2433
617,2406
618,2474
619,2434
620,2407
621,2421
622,2472
623,2470
624,2460
625,2475
626,2416
627,2418
628,2413
629,2451
630,2465
631,2405
632,2469
633,2440
634,2408
635,2450
636,2411
637,2432
638,2463
639,2423
640,2565
641,2542
642,2522
643,2536
644,2566
645,2519
646,2513
647,2550
648,2556
649,2544
650,2543
651,2560
652,2517
653,2510
654,2518
655,2554
656,2539
657,2530
658,2535
659,2537
660,2563
661,2561
662,2555
663,2564
664,2512
665,2534
666,2525
667,2562
668,2520
669,2557
670,2553
671,2546
672,2516
673,2514
674,2552
675,2524
676,2540
677,2508
678,2558
679,2545
680,2515
681,2531
682,2526
683,2523
684,2541
685,2567
686,2551
687,2521
688,2533
689,2511
690,2559
691,2532
692,2538
693,2598
694,2577
695,2501
696,2610
697,2676
698,2612
699,2632
700,2673
701,2616
702,2615
703,2617
704,2613
705,2630
706,2618
707,2651
708,2633
709,2675
710,2611
711,2652
712,2671
713,2650
714,2679
715,2674
716,2680
717,2636
718,2649
719,2634
720,2672
721,2614
722,2635
723,2670
724,2678
725,2637
726,2677
727,2631
728,2643
729,2653
730,2760
731,2712
732,2721
733,2739
734,2710
735,2730
736,2751
737,2765
738,2722
739,2752
740,2758
741,2764
742,2724
743,2755
744,2723
745,2720
746,2731
747,2726
748,2728
749,2757
750,2714
751,2735
752,2763
753,2736
754,2734
755,2762
756,2727
757,2733
758,2732
759,2759
760,2725
761,2738
762,2729
763,2715
764,2754
765,2737
766,2753
767,2756
768,2716
769,2717
770,2713
771,2701
772,2750
773,2855
774,2840
775,2874
776,2866
777,2801
778,2842
779,2879
780,2848
781,2809
782,2814
783,2841
784,2878
785,2871
786,2881
787,2815
788,2859
789,2820
790,2834
791,2861
792,2811
793,2882
794,2804
795,2865
796,2835
797,2837
798,2847
799,2839
800,2850
801,2831
802,2812
803,2813
804,2873
805,2863
806,2849
807,2860
808,2846
809,2877
810,2856
811,2883
812,2816
813,2845
814,2867
815,2810
816,2802
817,2817
818,2806
819,2862
820,2870
821,2805
822,2880
823,2864
824,2875
825,2851
826,2872
827,2853
828,2844
829,2803
830,2854
831,2808
832,2807
833,2858
834,2832
835,2836
836,2857
837,2833
838,2888
839,2829
840,2876
841,2992
842,2960
843,2976
844,2987
845,2995
846,2996
847,2952
848,2921
849,2917
850,2969
851,2935
852,2991
853,2951
854,2914
855,2989
856,2945
857,2998
858,2957
859,2920
860,2936
861,2977
862,2932
863,2910
864,2919
865,2962
866,2975
867,2929
868,2965
869,2927
870,2918
871,2942
872,2984
873,2964
874,2913
875,2937
876,2950
877,2966
878,2912
879,2986
880,2930
881,2968
882,2961
883,2983
884,2990
885,2911
886,2982
887,2967
888,2941
889,2926
890,2993
891,2939
892,2928
893,2915
894,2943
895,2933
896,2940
897,2931
898,2972
899,2925
900,2934
901,2956
902,2963
903,2985
904,2978
905,2938
906,2944
907,2916
908,2924
909,2959
910,2979
911,2997
912,2994
913,2970
914,2955
915,2971
916,2981
917,2909
918,2908
919,2988
920,3088
921,3012
922,3080
923,3084
924,3060
925,3025
926,3081
927,3023
928,3021
929,3018
930,3090
931,3043
932,3029
933,3071
934,3064
935,3057
936,3053
937,3089
938,3015
939,3066
940,3009
941,3065
942,3077
943,3041
944,3059
945,3020
946,3062
947,3063
948,3052
949,3061
950,3086
951,3034
952,3022
953,3058
954,3087
955,3073
956,3003
957,3024
958,3004
959,3030
960,3045
961,3069
962,3001
963,3047
964,3006
965,3035
966,3067
967,3019
968,3040
969,3027
970,3011
971,3050
972,3085
973,3008
974,3042
975,3016
976,3013
977,3070
978,3002
979,3031
980,3051
981,3068
982,3072
983,3010
984,3014
985,3028
986,3054
987,3033
988,3055
989,3005
990,3017
991,3032
992,3026
993,3007
994,3076
995,3044
996,3036
997,3046
998,3074
999,3165
1000,3166
1001,3174
1002,3161
1003,3114
1004,3105
1005,3183
1006,3111
1007,3181
1008,3146
1009,3193
1010,3112
1011,3150
1012,3134
1013,3186
1014,3168
1015,3125
1016,3124
1017,3184
1018,3132
1019,3136
1020,3156
1021,3133
1022,3116
1023,3131
1024,3164
1025,3191
1026,3189
1027,3152
1028,3153
1029,3113
1030,3182
1031,3121
1032,3115
1033,3175
1034,3122
1035,3149
1036,3171
1037,3179
1038,3167
1039,3106
1040,3190
1041,3176
1042,3127
1043,3120
1044,3188
1045,3169
1046,3118
1047,3192
1048,3185
1049,3119
1050,3147
1051,3138
1052,3170
1053,3141
1054,3158
1055,3187
1056,3110
1057,3195
1058,3128
1059,3137
1060,3126
1061,3103
1062,3159
1063,3129
1064,3180
1065,3102
1066,3101
1067,3178
1068,3145
1069,3143
1070,3104
1071,3117
1072,3139
1073,3154
1074,3109
1075,3144
1076,3123
1077,3142
1078,3155
1079,3107
1080,3163
1081,3160
1082,3172
1083,3157
1084,3162
1085,3177
1086,3151
1087,3140
1088,3108
1089,3135
1090,3173
1091,3130
1092,3194
1093,3226
1094,3227
1095,3280
1096,3275
1097,3257
1098,3250
1099,3222
1100,3282
1101,3201
1102,3284
1103,3205
1104,3268
1105,3236
1106,3283
1107,3288
1108,3276
1109,3279
1110,3251
1111,3221
1112,3210
1113,3263
1114,3220
1115,3239
1116,3238
1117,3225
1118,3295
1119,3262
1120,3269
1121,3281
1122,3202
1123,3294
1124,3211
1125,3265
1126,3289
1127,3270
1128,3260
1129,3208
1130,3264
1131,3261
1132,3203
1133,3213
1134,3215
1135,3254
1136,3273
1137,3255
1138,3237
1139,3241
1140,3274
1141,3214
1142,3249
1143,3224
1144,3256
1145,3286
1146,3278
1147,3267
1148,3277
1149,3245
1150,3243
1151,3206
1152,3204
1153,3266
1154,3209
1155,3223
1156,3242
1157,3244
1158,3253
1159,3287
1160,3271
1161,3216
1162,3272
1163,3212
1164,3240
1165,3252
1166,3259
1167,3258
1168,3207
1169,3231
1170,3350
1171,3318
1172,3343
1173,3375
1174,3345
1175,3355
1176,3314
1177,3322
1178,3313
1179,3311
1180,3351
1181,3309
1182,3312
1183,3344
1184,3382
1185,3388
1186,3310
1187,3324
1188,3316
1189,3362
1190,3374
1191,3363
1192,3317
1193,3386
1194,3323
1195,3347
1196,3335
1197,3332
1198,3319
1199,3383
1200,3385
1201,3325
1202,3336
1203,3330
1204,3304
1205,3360
1206,3333
1207,3308
1208,3346
1209,3337
1210,3315
1211,3376
1212,3366
1213,3359
1214,3303
1215,3348
1216,3384
1217,3356
1218,3361
1219,3371
1220,3334
1221,3372
1222,3387
1223,3379
1224,3320
1225,3331
1226,3377
1227,3378
1228,3307
1229,3342
1230,3340
1231,3358
1232,3321
1233,3390
1234,3357
1235,3349
1236,3380
1237,3365
1238,3370
1239,3306
1240,3305
1241,3364
1242,3367
1243,3381
1244,3373
1245,3389
1246,3302
1247,3338
1248,3301
1249,3423
1250,3416
1251,3405
1252,3475
1253,3448
1254,3421
1255,3442
1256,3412
1257,3477
1258,3454
1259,3445
1260,3460
1261,3414
1262,3446
1263,3476
1264,3425
1265,3428
1266,3451
1267,3426
1268,3436
1269,3437
1270,3422
1271,3406
1272,3452
1273,3479
1274,3401
1275,3449
1276,3435
1277,3463
1278,3455
1279,3404
1280,3410
1281,3472
1282,3447
1283,3470
1284,3490
1285,3478
1286,3456
1287,3474
1288,3430
1289,3429
1290,3461
1291,3408
1292,3438
1293,3415
1294,3417
1295,3407
1296,3441
1297,3403
1298,3411
1299,3420
1300,3453
1301,3433
1302,3443
1303,3462
1304,3427
1305,3402
1306,3431
1307,3413
1308,3471
1309,3450
1310,3432
1311,3424
1312,3440
1313,3434
1314,3409
1315,3480
1316,3444
1317,3572
1318,3513
1319,3535
1320,3564
1321,3581
1322,3570
1323,3518
1324,3547
1325,3577
1326,3527
1327,3578
1328,3573
1329,3548
1330,3583
1331,3504
1332,3552
1333,3589
1334,3590
1335,3508
1336,3579
1337,3551
1338,3502
1339,3568
1340,3560
1341,3556
1342,3591
1343,3524
1344,3534
1345,3562
1346,3586
1347,3563
1348,3526
1349,3530
1350,3503
1351,3584
1352,3541
1353,3585
1354,3532
1355,3554
1356,3567
1357,3553
1358,3587
1359,3507
1360,3505
1361,3542
1362,3512
1363,3531
1364,3516
1365,3521
1366,3561
1367,3543
1368,3509
1369,3540
1370,3514
1371,3517
1372,3582
1373,3566
1374,3515
1375,3533
1376,3510
1377,3565
1378,3520
1379,3550
1380,3523
1381,3555
1382,3557
1383,3544
1384,3580
1385,3588
1386,3558
1387,3511
1388,3575
1389,3571
1390,3576
1391,3545
1392,3525
1393,3569
1394,3546
1395,3559
1396,3574
1397,3506
1398,3522
1399,3501
1400,3519
1401,3645
1402,3665
1403,3685
1404,3642
1405,3678
1406,3675
1407,3636
1408,3616
1409,3669
1410,3692
1411,3613
1412,3694
1413,3663
1414,3644
1415,3683
1416,3647
1417,3603
1418,3668
1419,3674
1420,3625
1421,3623
1422,3641
1423,3624
1424,3679
1425,3654
1426,3617
1427,3630
1428,3691
1429,3660
1430,3632
1431,3646
1432,3658
1433,3680
1434,3639
1435,3605
1436,3677
1437,3621
1438,3620
1439,3631
1440,3693
1441,3670
1442,3661
1443,3643
1444,3651
1445,3673
1446,3681
1447,3618
1448,3648
1449,3638
1450,3662
1451,3634
1452,3609
1453,3626
1454,3627
1455,3690
1456,3666
1457,3659
1458,3671
1459,3695
1460,3637
1461,3615
1462,3667
1463,3612
1464,3650
1465,3688
1466,3649
1467,3682
1468,3689
1469,3633
1470,3622
1471,3652
1472,3611
1473,3619
1474,3614
1475,3664
1476,3635
1477,3607
1478,3640
1479,3606
1480,3676
1481,3602
1482,3657
1483,3610
1484,3672
1485,3687
1486,3608
1487,3655
1488,3656
1489,3604
1490,3653
1491,3601
1492,3732
1493,3757
1494,3704
1495,3736
1496,3707
1497,3731
1498,3729
1499,3734
1500,3716
1501,3758
1502,3733
1503,3730
1504,3756
1505,3737
1506,3718
1507,3712
1508,3717
1509,3711
1510,3713
1511,3720
1512,3727
1513,3759
1514,3735
1515,3721
1516,3726
1517,3715
1518,3728
1519,3755
1520,3725
1521,3701
1522,3710
1523,3702
1524,3738
1525,3714
1526,3739
1527,3703
1528,3884
1529,3822
1530,3807
1531,3808
1532,3891
1533,3804
1534,3802
1535,3873
1536,3880
1537,3805
1538,3821
1539,3820
1540,3872
1541,3887
1542,3810
1543,3817
1544,3812
1545,3811
1546,3818
1547,3874
1548,3809
1549,3801
1550,3803
1551,3896
1552,3814
1553,3813
1554,3883
1555,3882
1556,3828
1557,3889
1558,3819
1559,3816
1560,3827
1561,3893
1562,3806
1563,3878
1564,3877
1565,3823
1566,3881
1567,3892
1568,3894
1569,3886
1570,3895
1571,3875
1572,3890
1573,3888
1574,3870
1575,3871
1576,3876
1577,3831
1578,3840
1579,3982
1580,3949
1581,3977
1582,3923
1583,3916
1584,3976
1585,3942
1586,3973
1587,3920
1588,3962
1589,3924
1590,3984
1591,3935
1592,3948
1593,3972
1594,3979
1595,3910
1596,3968
1597,3981
1598,3966
1599,3964
1600,3952
1601,3946
1602,3911
1603,3931
1604,3929
1605,3934
1606,3937
1607,3967
1608,3930
1609,3928
1610,3986
1611,3951
1612,3963
1613,3938
1614,3936
1615,3975
1616,3978
1617,3933
1618,3980
1619,3944
1620,3945
1621,3907
1622,3918
1623,3908
1624,3940
1625,3989
1626,3983
1627,3905
1628,3965
1629,3941
1630,3917
1631,3922
1632,3909
1633,3947
1634,3921
1635,3932
1636,3988
1637,3926
1638,3943
1639,3950
1640,3925
1641,3961
1642,3901
1643,3939
1644,3919
1645,3912
1646,3904
1647,3971
1648,3987
1649,3960
1650,3927
1651,3969
1652,3970
1653,3974
1654,3985
1655,3953
1656,3958
1657,3906
1658,3959
1659,4019
1660,4061
1661,4086
1662,4064
1663,4025
1664,4004
1665,4076
1666,4005
1667,4002
1668,4066
1669,4017
1670,4026
1671,4006
1672,4047
1673,4079
1674,4037
1675,4016
1676,4042
1677,4043
1678,4080
1679,4018
1680,4012
1681,4041
1682,4068
1683,4001
1684,4090
1685,4077
1686,4015
1687,4081
1688,4055
1689,4022
1690,4011
1691,4014
1692,4088
1693,4007
1694,4020
1695,4045
1696,4023
1697,4010
1698,4084
1699,4040
1700,4065
1701,4038
1702,4030
1703,4060
1704,4009
1705,4021
1706,4070
1707,4071
1708,4048
1709,4029
1710,4044
1711,4003
1712,4078
1713,4013
1714,4051
1715,4082
1716,4089
1717,4054
1718,4052
1719,4028
1720,4039
1721,4067
1722,4059
1723,4072
1724,4085
1725,4094
1726,4083
1727,4024
1728,4053
1729,4087
1730,4008
1731,4058
1732,4050
1733,4027
1734,4063
1735,4046
1736,4035
1737,4062
1738,4057
1739,4049
1740,4031
1741,4032
1742,4074
1743,4069
1744,4075
1745,4036
1746,4097
1747,4112
1748,4141
1749,4145
1750,4162
1751,4124
1752,4121
1753,4143
1754,4187
1755,4140
1756,4120
1757,4138
1758,4119
1759,4104
1760,4122
1761,4166
1762,4190
1763,4111
1764,4142
1765,4154
1766,4109
1767,4116
1768,4149
1769,4159
1770,4137
1771,4155
1772,4195
1773,4148
1774,4135
1775,4152
1776,4127
1777,4128
1778,4134
1779,4130
1780,4177
1781,4176
1782,4110
1783,4146
1784,4194
1785,4132
1786,4150
1787,4129
1788,4101
1789,4144
1790,4115
1791,4163
1792,4131
1793,4157
1794,4126
1795,4164
1796,4114
1797,4153
1798,4182
1799,4113
1800,4125
1801,4165
1802,4191
1803,4106
1804,4136
1805,4102
1806,4161
1807,4186
1808,4181
1809,4156
1810,4185
1811,4108
1812,4123
1813,4117
1814,4171
1815,4107
1816,4160
1817,4105
1818,4170
1819,4193
1820,4173
1821,4167
1822,4133
1823,4118
1824,4147
1825,4184
1826,4139
1827,4180
1828,4158
1829,4103
1830,4174
1831,4169
1832,4183
1833,4151
1834,4168
1835,4213
1836,4251
1837,4250
1838,4205
1839,4225
1840,4260
1841,4256
1842,4247
1843,4235
1844,4214
1845,4210
1846,4244
1847,4218
1848,4201
1849,4243
1850,4240
1851,4252
1852,4220
1853,4272
1854,4297
1855,4277
1856,4273
1857,4222
1858,4253
1859,4286
1860,4249
1861,4284
1862,4209
1863,4293
1864,4269
1865,4207
1866,4288
1867,4257
1868,4202
1869,4276
1870,4221
1871,4262
1872,4204
1873,4241
1874,4217
1875,4206
1876,4231
1877,4278
1878,4264
1879,4285
1880,4258
1881,4279
1882,4281
1883,4211
1884,4274
1885,4261
1886,4292
1887,4294
1888,4275
1889,4236
1890,4203
1891,4255
1892,4296
1893,4216
1894,4267
1895,4230
1896,4291
1897,4295
1898,4282
1899,4270
1900,4223
1901,4268
1902,4208
1903,4265
1904,4242
1905,4263
1906,4289
1907,4248
1908,4280
1909,4271
1910,4215
1911,4290
1912,4283
1913,4232
1914,4246
1915,4212
1916,4224
1917,4298
1918,4254
1919,4266
1920,4233
1921,4287
1922,4229
1923,4239
1924,4377
1925,4369
1926,4372
1927,4324
1928,4344
1929,4311
1930,4328
1931,4346
1932,4350
1933,4348
1934,4307
1935,4356
1936,4379
1937,4370
1938,4363
1939,4366
1940,4306
1941,4302
1942,4337
1943,4305
1944,4332
1945,4362
1946,4343
1947,4364
1948,4340
1949,4358
1950,4321
1951,4323
1952,4327
1953,4317
1954,4360
1955,4361
1956,4304
1957,4331
1958,4342
1959,4357
1960,4326
1961,4339
1962,4359
1963,4313
1964,4387
1965,4367
1966,4347
1967,4303
1968,4310
1969,4383
1970,4330
1971,4325
1972,4374
1973,4349
1974,4365
1975,4334
1976,4309
1977,4301
1978,4385
1979,4384
1980,4382
1981,4355
1982,4368
1983,4316
1984,4376
1985,4312
1986,4320
1987,4319
1988,4381
1989,4373
1990,4386
1991,4378
1992,4314
1993,4371
1994,4345
1995,4318
1996,4351
1997,4375
1998,4336
1999,4335
2000,4338
2001,4315
2002,4308
2003,4333
2004,4458
2005,4470
2006,4410
2007,4474
2008,4438
2009,4429
2010,4424
2011,4414
2012,4473
2013,4476
2014,4434
2015,4405
2016,4412
2017,4403
2018,4401
2019,4468
2020,4469
2021,4411
2022,4431
2023,4409
2024,4447
2025,4425
2026,4428
2027,4456
2028,4459
2029,4421
2030,4415
2031,4430
2032,4475
2033,4444
2034,4463
2035,4407
2036,4427
2037,4437
2038,4462
2039,4455
2040,4416
2041,4467
2042,4460
2043,4432
2044,4445
2045,4433
2046,4402
2047,4472
2048,4446
2049,4404
2050,4466
2051,4457
2052,4426
2053,4436
2054,4417
2055,4461
2056,4406
2057,4408
2058,4423
2059,4413
2060,4419
2061,4464
2062,4477
2063,4439
2064,4479
2065,4448
2066,4547
2067,4550
2068,4523
2069,4524
2070,4548
2071,4560
2072,4571
2073,4549
2074,4533
2075,4532
2076,4552
2077,4502
2078,4522
2079,4516
2080,4578
2081,4515
2082,4565
2083,4563
2084,4543
2085,4503
2086,4505
2087,4542
2088,4538
2089,4559
2090,4531
2091,4562
2092,4520
2093,4581
2094,4511
2095,4575
2096,4551
2097,4514
2098,4545
2099,4544
2100,4537
2101,4521
2102,4517
2103,4569
2104,4504
2105,4546
2106,4530
2107,4506
2108,4564
2109,4509
2110,4535
2111,4510
2112,4508
2113,4558
2114,4536
2115,4513
2116,4561
2117,4556
2118,4568
2119,4566
2120,4576
2121,4512
2122,4583
2123,4534
2124,4580
2125,4557
2126,4555
2127,4567
2128,4518
2129,4501
2130,4570
2131,4507
2132,4582
2133,4553
2134,4657
2135,4651
2136,4632
2137,4607
2138,4661
2139,4671
2140,4622
2141,4606
2142,4620
2143,4625
2144,4633
2145,4672
2146,4679
2147,4601
2148,4662
2149,4693
2150,4675
2151,4617
2152,4646
2153,4618
2154,4624
2155,4626
2156,4686
2157,4602
2158,4689
2159,4615
2160,4673
2161,4653
2162,4634
2163,4696
2164,4611
2165,4605
2166,4608
2167,4612
2168,4623
2169,4650
2170,4674
2171,4652
2172,4658
2173,4638
2174,4621
2175,4610
2176,4660
2177,4642
2178,4649
2179,4609
2180,4678
2181,4630
2182,4655
2183,4676
2184,4647
2185,4619
2186,4677
2187,4663
2188,4691
2189,4635
2190,4613
2191,4603
2192,4654
2193,4641
2194,4685
2195,4664
2196,4648
2197,4614
2198,4627
2199,4631
2200,4616
2201,4637
2202,4640
2203,4604
2204,4645
2205,4644
2206,4688
2207,4643
2208,4636
2209,4639
2210,4690
2211,4692
2212,4764
2213,4709
2214,4751
2215,4711
2216,4719
2217,4754
2218,4794
2219,4707
2220,4741
2221,4784
2222,4763
2223,4704
2224,4776
2225,4737
2226,4752
2227,4734
2228,4730
2229,4727
2230,4773
2231,4703
2232,4747
2233,4708
2234,4716
2235,4787
2236,4714
2237,4766
2238,4743
2239,4755
2240,4750
2241,4718
2242,4781
2243,4742
2244,4726
2245,4757
2246,4745
2247,4705
2248,4756
2249,4724
2250,4767
2251,4728
2252,4715
2253,4717
2254,4739
2255,4788
2256,4775
2257,4774
2258,4713
2259,4738
2260,4771
2261,4735
2262,4702
2263,4729
2264,4753
2265,4785
2266,4795
2267,4746
2268,4710
2269,4782
2270,4770
2271,4777
2272,4772
2273,4720
2274,4736
2275,4762
2276,4768
2277,4722
2278,4748
2279,4765
2280,4721
2281,4723
2282,4789
2283,4740
2284,4701
2285,4733
2286,4761
2287,4760
2288,4792
2289,4725
2290,4744
2291,4783
2292,4786
2293,4778
2294,4779
2295,4880
2296,4849
2297,4850
2298,4870
2299,4836
2300,4891
2301,4884
2302,4844
2303,4883
2304,4856
2305,4802
2306,4890
2307,4812
2308,4827
2309,4809
2310,4843
2311,4826
2312,4864
2313,4848
2314,4851
2315,4821
2316,4810
2317,4814
2318,4896
2319,4822
2320,4807
2321,4842
2322,4805
2323,4852
2324,4857
2325,4830
2326,4816
2327,4829
2328,4847
2329,4888
2330,4860
2331,4895
2332,4820
2333,4811
2334,4841
2335,4866
2336,4855
2337,4824
2338,4858
2339,4832
2340,4833
2341,4815
2342,4813
2343,4837
2344,4867
2345,4803
2346,4853
2347,4831
2348,4823
2349,4808
2350,4854
2351,4835
2352,4863
2353,4801
2354,4872
2355,4865
2356,4845
2357,4846
2358,4877
2359,4893
2360,4840
2361,4892
2362,4828
2363,4859
2364,4894
2365,4897
2366,4875
2367,4806
2368,4862
2369,4898
2370,4881
2371,4882
2372,4886
2373,4949
2374,4912
2375,4913
2376,4932
2377,4966
2378,4929
2379,4911
2380,4904
2381,4917
2382,4951
2383,4965
2384,4937
2385,4902
2386,4918
2387,4914
2388,4920
2389,4942
2390,4909
2391,4960
2392,4950
2393,4943
2394,4948
2395,4947
2396,4961
2397,4940
2398,4930
2399,4939
2400,4941
2401,4905
2402,4944
2403,4938
2404,4931
2405,4945
2406,4915
2407,4916
2408,4933
2409,4963
2410,4923
2411,4935
2412,4952
2413,4925
2414,4910
2415,4926
2416,4953
2417,4921
2418,4962
2419,4922
2420,4919
2421,4928
2422,4906
2423,4955
2424,5050
2425,5019
2426,5065
2427,5018
2428,5038
2429,5006
2430,5046
2431,5089
2432,5056
2433,5027
2434,5051
2435,5022
2436,5036
2437,5044
2438,5013
2439,5093
2440,5048
2441,5057
2442,5025
2443,5011
2444,5054
2445,5010
2446,5004
2447,5047
2448,5037
2449,5079
2450,5026
2451,5005
2452,5072
2453,5059
2454,5001
2455,5007
2456,5042
2457,5074
2458,5033
2459,5017
2460,5083
2461,5034
2462,5049
2463,5020
2464,5043
2465,5016
2466,5087
2467,5009
2468,5012
2469,5015
2470,5021
2471,5069
2472,5023
2473,5077
2474,5002
2475,5024
2476,5076
2477,5060
2478,5075
2479,5081
2480,5053
2481,5055
2482,5088
2483,5014
2484,5061
2485,5041
2486,5092
2487,5058
2488,5030
2489,5008
